strain_id,builtin_gene,builtin_identity,builtin_coverage,builtin_contig,builtin_start,builtin_end,drug_class,risk_level,amrfinder_hit,amrfinder_identity,amrfinder_agree,resfinder_hit,resfinder_identity,resfinder_agree,blast_hit,blast_identity,blast_agree,builtin_recheck,n_tools_confirm,n_tools_conflict,validation_status,validation_note,validation_tool,validation_best_hit
S_aureus_Mu50,kdpD,98.95,100.0,NC_002758.2,2207110,2209767,unclassified,Medium,,,False,,,False,kdpD,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,kdpD
S_aureus_Mu50,Saur_LmrS,99.03,100.0,NC_002758.2,2307263,2308705,unclassified,Low,lmrS,99.17,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,lmrS
S_aureus_Mu50,Saur_FosB,99.76,100.0,NC_002758.2,2458828,2459247,unclassified,Low,fosB,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,fosB
S_aureus_Mu50,AAC6_Ie_APH2_Ia,100.0,100.0,NC_002774.1,17224,18663,aminoglycoside,High,aac(6')-Ie/aph(2'')-Ia,100.0,True,aac(6')-aph(2''),100.0,True,AAC6_Ie_APH2_Ia,100.0,True,confirmed,3,0,confirmed_multi_tool,,AMRFinderPlus,aac(6')-Ie/aph(2'')-Ia
S_aureus_Mu50,qacA,99.94,100.0,NC_002774.1,21593,23137,unclassified,Medium,qacA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,qacA
L_monocytogenes_EGDe,lin,100.0,100.0,NC_003210.1,956031,957602,unclassified,Low,vga(G),100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,vga(G)
L_monocytogenes_EGDe,Lmon_mprF,100.0,100.0,NC_003210.1,1758694,1761291,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
L_monocytogenes_EGDe,norB,99.57,100.0,NC_003210.1,2901800,2903200,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_agalactiae_2603VR,tet(M),99.27,100.0,NC_004116.1,927455,929374,tetracycline,Low,tet(M),100.0,True,tet(M),99.9,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,tet(M)
S_agalactiae_2603VR,mreA,100.0,100.0,NC_004116.1,1005170,1006105,unclassified,Low,,,False,mre(A),100.0,True,,,False,confirmed,1,0,confirmed_resfinder,,ResFinder,mre(A)
S_agalactiae_2603VR,Saga_mprF,100.0,100.0,NC_004116.1,2111277,2113820,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,TriA,100.0,100.0,NC_002516.2,177307,178458,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,TriB,100.0,100.0,NC_002516.2,178455,179525,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,TriC,100.0,100.0,NC_002516.2,179522,182569,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexA,100.0,100.0,NC_002516.2,472024,473175,unclassified,Low,mexA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mexA
P_aeruginosa_PAO1,MexB,99.97,100.0,NC_002516.2,473191,476331,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OprM,100.0,100.0,NC_002516.2,476333,477790,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,Paer_catB7,100.0,100.0,NC_002516.2,779463,780101,unclassified,Low,catB7,100.0,False,catB7,100.0,False,,,False,confirmed,0,2,discordant,,AMRFinderPlus,catB7
P_aeruginosa_PAO1,rsmA,100.0,100.0,NC_002516.2,991013,991198,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,FosA,100.0,100.0,NC_002516.2,1221691,1222098,fosfomycin,Low,fosA,100.0,True,fosA,99.51,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,fosA
P_aeruginosa_PAO1,PmpM,100.0,100.0,NC_002516.2,1472547,1473980,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,mexM,99.91,100.0,NC_002516.2,1562813,1563970,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,mexN,99.97,100.0,NC_002516.2,1563967,1567077,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,ParS,100.0,100.0,NC_002516.2,1950439,1951725,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,ParR,100.0,100.0,NC_002516.2,1951726,1952433,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,Paer_soxR,100.0,100.0,NC_002516.2,2503425,2503895,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexE,100.0,100.0,NC_002516.2,2808743,2809987,unclassified,Low,mexE,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mexE
P_aeruginosa_PAO1,MexF,100.0,100.0,NC_002516.2,2810009,2813197,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OprN,100.0,100.0,NC_002516.2,2813194,2814612,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OpmB,100.0,100.0,NC_002516.2,2846283,2847779,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MuxC,100.0,100.0,NC_002516.2,2847776,2850886,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MuxB,100.0,100.0,NC_002516.2,2850883,2854014,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MuxA,100.0,100.0,NC_002516.2,2854011,2855291,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,cprR,100.0,100.0,NC_002516.2,3450838,3451509,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,cprS,100.0,100.0,NC_002516.2,3451506,3452801,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,Paer_CpxR,100.0,100.0,NC_002516.2,3594581,3595258,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,opmE,100.0,100.0,NC_002516.2,3938020,3939495,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,mexQ,99.97,100.0,NC_002516.2,3939492,3942653,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,mexP,100.0,100.0,NC_002516.2,3942650,3943807,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,arnA,100.0,100.0,NC_002516.2,3982021,3984009,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexK,100.0,100.0,NC_002516.2,4116188,4119265,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexJ,100.0,100.0,NC_002516.2,4119270,4120373,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,ArmR,100.0,100.0,NC_002516.2,4165719,4165880,aminoglycoside,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,YajC,99.71,100.0,NC_002516.2,4279007,4279345,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,PDC-1,100.0,100.0,NC_002516.2,4594029,4595222,unclassified,Low,blaPDC-1,100.0,True,blaPAO,100.0,False,,,False,confirmed,1,1,confirmed_amrfinder,,AMRFinderPlus,blaPDC-1
P_aeruginosa_PAO1,APH(3')-IIb,98.51,100.0,NC_002516.2,4607578,4608384,aminoglycoside,Low,aph(3')-IIb,100.0,True,aph(3')-IIb,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,aph(3')-IIb
P_aeruginosa_PAO1,bcr-1,99.92,100.0,NC_002516.2,4625089,4626297,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexG,100.0,100.0,NC_002516.2,4705956,4706402,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexH,100.0,100.0,NC_002516.2,4706410,4707522,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexI,100.0,100.0,NC_002516.2,4707535,4710624,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OpmD,100.0,100.0,NC_002516.2,4710621,4712084,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexV,100.0,100.0,NC_002516.2,4903466,4904596,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexW,100.0,100.0,NC_002516.2,4904647,4907703,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OprJ,99.86,100.0,NC_002516.2,5149633,5151072,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,MexD,96.81,100.0,NC_002516.2,5151078,5154209,unclassified,Low,,,False,tmexD2,81.04,False,,,False,confirmed,0,1,discordant,,ResFinder,tmexD2
P_aeruginosa_PAO1,MexC,100.0,100.0,NC_002516.2,5154237,5155400,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,basS,99.58,100.0,NC_002516.2,5364760,5366193,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OpmH,100.0,100.0,NC_002516.2,5584101,5585549,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,Paer_emrE,100.0,100.0,NC_002516.2,5606103,5606435,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
P_aeruginosa_PAO1,OXA-904,99.87,100.0,NC_002516.2,6207241,6208029,beta-lactam,Low,blaOXA-50,100.0,False,blaOXA-50,99.87,False,,,False,confirmed,0,2,discordant,,AMRFinderPlus,blaOXA-50
A_baumannii_ATCC17978,ANT(3'')-IIa,97.72,100.0,NC_009085.1,156999,157787,aminoglycoside,Low,ant(3'')-IIa,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,ant(3'')-IIa
A_baumannii_ATCC17978,abeM,99.18,100.0,NC_009085.1,427913,429259,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,LpsB,98.37,100.0,NC_009085.1,469633,470733,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,sul2,100.0,100.0,NC_009085.1,798900,799715,sulfonamide,High,sul2,100.0,True,sul2,100.0,True,sul2,100.0,True,confirmed,3,0,confirmed_multi_tool,,AMRFinderPlus,sul2
A_baumannii_ATCC17978,Abau_AbaF,100.0,100.0,NC_009085.1,1557234,1558523,unclassified,Low,abaF,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,abaF
A_baumannii_ATCC17978,OXA-259,100.0,100.0,NC_009085.1,1765468,1766292,beta-lactam,Low,blaOXA-259,100.0,True,blaOXA-259,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,blaOXA-259
A_baumannii_ATCC17978,adeB,98.1,100.0,NC_009085.1,2036447,2039554,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeR,98.79,100.0,NC_009085.1,2040891,2041634,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeS,96.78,100.0,NC_009085.1,2041666,2042751,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeN,99.69,100.0,NC_009085.1,2292697,2293350,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,Abau_AmvA,97.5,100.0,NC_009085.1,2398286,2399764,unclassified,Low,amvA,98.58,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,amvA
A_baumannii_ATCC17978,adeL,99.31,100.0,NC_009085.1,2666703,2667716,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeG,95.09,100.0,NC_009085.1,2667932,2669152,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeF,97.3,100.0,NC_009085.1,2669156,2672335,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeH,99.24,100.0,NC_009085.1,2672345,2673796,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,ADC-66,99.39,100.0,NC_009085.1,2740797,2741948,unclassified,Low,blaADC-26,100.0,False,blaADC-25,96.88,False,,,False,confirmed,0,2,discordant,,AMRFinderPlus,blaADC-26
A_baumannii_ATCC17978,adeI,99.6,100.0,NC_009085.1,3171868,3173118,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeJ,99.37,100.0,NC_009085.1,3173131,3176307,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
A_baumannii_ATCC17978,adeK,99.31,100.0,NC_009085.1,3176307,3177761,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,APH(9)-Ic,98.94,100.0,NC_010943.1,2145862,2146902,aminoglycoside,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,AAC(6')-Iz,98.7,100.0,NC_010943.1,3672411,3672872,aminoglycoside,Low,aac(6')-Iz,100.0,True,aac(6')-Iz,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,aac(6')-Iz
S_maltophilia_K279a,smeE,96.45,100.0,NC_010943.1,4175834,4178956,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeD,95.53,100.0,NC_010943.1,4178969,4180153,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeC,98.16,100.0,NC_010943.1,4590641,4592056,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeB,99.17,100.0,NC_010943.1,4592053,4595202,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeA,98.41,100.0,NC_010943.1,4595215,4596411,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeS,99.57,100.0,NC_010943.1,4596530,4597933,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_maltophilia_K279a,smeR,98.84,100.0,NC_010943.1,4597930,4598619,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
C_jejuni_NCTC11168,OXA-193,100.0,100.0,NC_002163.1,273321,274094,beta-lactam,Low,blaOXA-193,100.0,True,blaOXA-193,99.87,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,blaOXA-193
C_jejuni_NCTC11168,cmeC,98.92,100.0,NC_002163.1,331125,332603,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
C_jejuni_NCTC11168,cmeB,96.25,100.0,NC_002163.1,332596,335718,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
C_jejuni_NCTC11168,cmeA,95.11,100.0,NC_002163.1,335718,336821,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
C_jejuni_NCTC11168,cmeR,100.0,100.0,NC_002163.1,336916,337548,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
H_pylori_26695,hp1181,100.0,100.0,NC_000915.1,1249488,1250819,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
B_fragilis_NCTC9343,CepA-29,99.67,100.0,NC_003228.3,1461124,1462026,unclassified,Low,cepA,100.0,False,cepA,100.0,False,,,False,confirmed,0,2,discordant,,AMRFinderPlus,cepA
V_cholerae_N16961,Vcho_varG,100.0,100.0,NC_002505.1,1674273,1675445,unclassified,Low,varG,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,varG
V_cholerae_N16961,almG,100.0,100.0,NC_002505.1,1687438,1688259,unclassified,Low,almG,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,almG
V_cholerae_N16961,almF,99.58,100.0,NC_002505.1,1688261,1688497,unclassified,Low,almF,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,almF
V_cholerae_N16961,almE,98.56,100.0,NC_002505.1,1688481,1690151,unclassified,Low,almE,98.38,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,almE
V_cholerae_N16961,catB9,100.0,100.0,NC_002506.1,315311,315940,phenicol,Low,catB9,100.0,True,catB9,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,catB9
