strain_id,contig,start,end,strand,gene,pct_coverage,pct_identity,database,accession,product,drug_class,on_plasmid,conjugative,is_upstream,is_downstream,is_flank_both,risk_level,risk_reason,raw_risk_level,curated_category,curation_reason,confidence,include_in_mobile_ARG_analysis,curated_risk_level
E_coli_O157H7_Sakai,NC_002695.2,4402674,4405787,+,mdtF,100.0,98.91,builtin,U00096.1,mdtF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,4407246,4408070,-,gadX,100.0,98.3,builtin,AP009048.1,gadX [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,4903689,4905062,-,cpxA,100.0,100.0,builtin,BA000007.3,cpxA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,5152376,5153842,-,mdtP,100.0,97.89,builtin,AP009048.1,mdtP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,5153839,5155890,-,mdtO,100.0,97.9,builtin,AP009048.1,mdtO [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,5155890,5156921,-,mdtN,100.0,97.77,builtin,AP009048.1,mdtN [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,5188523,5190166,-,eptA,100.0,98.91,builtin,AP009048.1,eptA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,5232218,5233351,-,EC-15,100.0,98.06,builtin,NG_049081.1,EC-15 [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,5430530,5431762,-,mdtM,100.0,96.11,builtin,U00096.3,mdtM [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
S_enterica_LT2,NC_003197.2,392420,393931,-,mdsC,100.0,100.0,builtin,AE006468.2,mdsC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_enterica_LT2,NC_003197.2,393894,397061,-,mdsB,100.0,100.0,builtin,AE006468.2,mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_enterica_LT2,NC_003197.2,397058,398284,-,mdsA,100.0,100.0,builtin,AE006468.2,mdsA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_enterica_LT2,NC_003197.2,400861,401325,+,golS,100.0,100.0,builtin,AE006468.2,golS [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_enterica_LT2,NC_003197.2,1707352,1707789,+,AAC(6')-Iaa,100.0,100.0,builtin,AE006468.2,AAC(6')-Iaa [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_enterica_LT2,NC_003197.2,2039655,2040377,-,sdiA,100.0,100.0,builtin,AE006468.2,sdiA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_enterica_LT2,NC_003197.2,2094374,2095798,-,MdtK,100.0,99.93,builtin,CP014358.1,MdtK [Salmonella enterica subsp. enterica serovar Typhimurium],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,82209,83153,+,leuO,100.0,97.88,builtin,LR730402.1,leuO [Escherichia coli],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Shigella_flexneri_2a_301,NC_004337.2,417785,420934,-,acrB,100.0,99.05,builtin,U00096.3,acrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux; intrinsic chromosomal multidrug efflux.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,420957,422150,-,Sfle_acrA,100.0,100.0,builtin,NC_004337.2,Sfle_acrA [Shigella flexneri 2a str. 301],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux component; intrinsic chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,950406,952154,+,msbA,100.0,99.14,builtin,U00096.3,msbA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,1111879,1113087,-,mdtH,100.0,98.51,builtin,U00096.1,mdtH [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,1287548,1287961,-,H-NS,100.0,99.03,builtin,BA000007.3,H-NS [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Shigella_flexneri_2a_301,NC_004337.2,1595773,1596156,-,marA,100.0,100.0,builtin,AP009048.1,marA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Shigella_flexneri_2a_301,NC_004337.2,2162056,2165178,+,mdtB,100.0,98.94,builtin,U00096.1,mdtB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,2328357,2330000,-,YojI,100.0,98.91,builtin,U00096.3,YojI [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2379800,2380768,+,PmrF,100.0,99.59,builtin,U00096.1,PmrF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,intrinsic_core_gene,arn/pmr operon LPS modification; core chromosomal polymyxin-associated locus.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,2483700,2485238,-,emrY,100.0,98.05,builtin,D78168.1,emrY [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2485238,2486293,-,emrK,100.0,97.92,builtin,D78168.1,emrK [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2486817,2487431,+,evgA,100.0,99.02,builtin,BA000007.3,evgA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2487436,2491029,+,evgS,100.0,99.5,builtin,U00096.1,evgS [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2575652,2578765,+,acrD,100.0,99.13,builtin,AP009048.1,acrD [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2785324,2786496,+,emrA,100.0,97.36,builtin,AP009048.1,emrA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,2786513,2788051,+,emrB,100.0,99.35,builtin,U00096.1,emrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,3171244,3172731,+,TolC,100.0,98.59,builtin,FJ768952.1,TolC [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,3192416,3193237,-,bacA,100.0,98.91,builtin,U00096.3,bacA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,3455329,3455961,+,CRP,100.0,99.21,builtin,AP009048.1,CRP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,3697297,3698121,+,gadX,100.0,97.94,builtin,AP009048.1,gadX [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Shigella_flexneri_2a_301,NC_004337.2,3699580,3702693,-,mdtF,100.0,98.49,builtin,U00096.1,mdtF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,4118585,4119958,-,cpxA,100.0,98.76,builtin,BA000007.3,cpxA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Shigella_flexneri_2a_301,NC_004337.2,4272966,4274609,+,eptA,100.0,99.09,builtin,AP009048.1,eptA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Shigella_flexneri_2a_301,NC_004337.2,4309589,4311055,-,mdtP,100.0,97.41,builtin,AP009048.1,mdtP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,4313094,4314125,-,mdtN,100.0,97.58,builtin,AP009048.1,mdtN [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
Shigella_flexneri_2a_301,NC_004337.2,4482197,4483330,-,EC-8,100.0,98.15,builtin,NG_049086.1,EC-8 [Escherichia coli],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
Enterobacter_cloacae_ATCC13047,NC_014121.1,542200,543345,-,CMH-4,100.0,100.0,builtin,NG_061416.1,CMH-4 [Enterobacter cloacae],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Enterobacter_cloacae_ATCC13047,NC_014121.1,3217961,3218335,-,ramA,100.0,98.93,builtin,JQ727668.1,ramA [Enterobacter cloacae],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
Enterobacter_cloacae_ATCC13047,NC_014121.1,3902508,3903323,+,sul2,100.0,100.0,builtin,AY055428.1,sul2 [Vibrio cholerae],sulfonamide,False,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
Proteus_mirabilis_HI4320,NC_010554.1,802273,802926,-,catA4,100.0,98.17,builtin,M11587.1,catA4 [Proteus mirabilis],phenicol,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
Proteus_mirabilis_HI4320,NC_010554.1,2621559,2622755,+,tet(J),100.0,98.41,builtin,AF038993.1,tet(J) [Proteus mirabilis],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
C_difficile_630,NC_009089.1,545392,546318,+,CDD-2,100.0,100.0,builtin,NG_065861.1,CDD-2 [Clostridioides difficile],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_difficile_630,NC_009089.1,1688532,1688999,-,CdnimB,100.0,99.57,builtin,FN545816.1,CdnimB [Clostridioides difficile R20291],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_difficile_630,NC_009089.1,1742795,1744120,-,cdeA,100.0,99.85,builtin,AJ574887.1,cdeA [Clostridioides difficile],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_difficile_630,NC_009089.1,2316958,2317704,-,ErmB,100.0,97.72,builtin,AF242872.1,ErmB [Enterococcus faecium],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
C_difficile_630,NC_009089.1,2319365,2320111,-,ErmB,100.0,97.72,builtin,AF242872.1,ErmB [Enterococcus faecium],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
C_difficile_630,NC_009089.1,3000142,3001794,-,cplR,100.0,100.0,builtin,CP010905.2,cplR [Clostridioides difficile 630],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
C_perfringens_str13,NC_003366.1,967229,968935,-,Cper_cplR,100.0,100.0,builtin,BA000016.3,Cper_cplR [Clostridium perfringens str. 13],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,62384,63772,+,norC,100.0,96.98,builtin,CP005288.1,norC [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,103075,104427,+,tet(38),100.0,99.85,builtin,AY825285.1,tet(38) [Staphylococcus aureus],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_NCTC8325,NC_007795.1,328838,329257,+,mepR,100.0,99.29,builtin,BA000017.4,mepR [Staphylococcus aureus subsp. aureus Mu50],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,329364,330719,+,mepA,100.0,100.0,builtin,AY661734.1,mepA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,679331,679774,-,mgrA,100.0,99.77,builtin,BA000018.3,mgrA [Staphylococcus aureus subsp. aureus N315],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,687425,688591,+,Saur_norA,100.0,99.91,builtin,D90119.1,Saur_norA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,1360281,1361636,-,arlS,100.0,100.0,builtin,CP000253.1,arlS [Staphylococcus aureus subsp. aureus NCTC 8325],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,1361633,1362292,-,arlR,100.0,100.0,builtin,CP023390.1,arlR [Staphylococcus aureus subsp. aureus str. Newman],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,2144446,2147103,+,kdpD,100.0,98.98,builtin,FHDU01000010.1,kdpD [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,2246027,2247469,-,Saur_LmrS,100.0,100.0,builtin,CP000046.1,Saur_LmrS [Staphylococcus aureus subsp. aureus COL],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,2248363,2249706,-,sdrM,100.0,99.4,builtin,BA000018.3,sdrM [Staphylococcus aureus subsp. aureus N315],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_NCTC8325,NC_007795.1,2399531,2399950,+,Saur_FosB,100.0,100.0,builtin,AHLO01000073.1,Saur_FosB [Staphylococcus aureus subsp. aureus IS-88],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,40818,41579,-,ANT(4')-Ia,100.0,99.87,builtin,K02551.1,ANT(4')-Ia [Plasmid pTB913],aminoglycoside,False,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
S_aureus_N315,NC_002745.2,45031,47037,-,mecA,100.0,99.85,builtin,KC243783.1,mecA [Staphylococcus aureus],beta-lactam,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_N315,NC_002745.2,47137,48894,+,mecR1,100.0,99.94,builtin,CP000703.1,mecR1 [Staphylococcus aureus subsp. aureus JH9],beta-lactam,False,False,True,False,False,Medium,single flanking IS element,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Medium
S_aureus_N315,NC_002745.2,48894,49265,+,mecI,100.0,100.0,builtin,BA000018.3,mecI [Staphylococcus aureus subsp. aureus N315],beta-lactam,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,56002,56733,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,56859,57641,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,111614,113002,+,norC,100.0,96.98,builtin,CP005288.1,norC [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,151640,152992,+,tet(38),100.0,100.0,builtin,AY825285.1,tet(38) [Staphylococcus aureus],tetracycline,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,379975,380394,+,mepR,100.0,100.0,builtin,BA000017.4,mepR [Staphylococcus aureus subsp. aureus Mu50],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,380501,381856,+,mepA,100.0,99.48,builtin,AY661734.1,mepA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,735417,735860,-,mgrA,100.0,100.0,builtin,BA000018.3,mgrA [Staphylococcus aureus subsp. aureus N315],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,743511,744677,+,Saur_norA,100.0,100.0,builtin,D90119.1,Saur_norA [Staphylococcus aureus],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,870517,871299,+,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,871425,872156,-,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,1422192,1423547,-,arlS,100.0,99.85,builtin,CP000253.1,arlS [Staphylococcus aureus subsp. aureus NCTC 8325],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
S_aureus_N315,NC_002745.2,1685864,1686595,+,ErmA,100.0,100.0,builtin,X03216.1,ErmA [Staphylococcus aureus],macrolide,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
S_aureus_N315,NC_002745.2,1686721,1687503,-,ANT(9)-Ia,100.0,100.0,builtin,X02588.1,ANT(9)-Ia [Staphylococcus aureus],aminoglycoside,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Low
